Date and time,Cooling,Heating,Total
17/11/2011 09,3.97,10.91,14.88
17/11/2011 10,4,13.69,17.69
17/11/2011 11,4.98,11.66,16.64
17/11/2011 12,4.93,11.78,16.71
17/11/2011 13,4.03,11.66,15.69
17/11/2011 14,4.98,11.34,16.32
17/11/2011 15,5.91,10.25,16.16
17/11/2011 16,4.06,11.58,15.64
17/11/2011 17,4.08,13.62,17.7
17/11/2011 18,6.67,10.61,17.28
17/11/2011 19,5.19,12.3,17.49
17/11/2011 20,4.73,10.94,15.67
17/11/2011 21,4.23,8.96,13.19
17/11/2011 22,3.98,6.33,10.31
17/11/2011 23,2.98,4.96,7.94
18/11/2011 00,2.98,5.77,8.75
18/11/2011 01,3.98,5.56,9.54
18/11/2011 02,2.99,5.39,8.38
18/11/2011 03,3.17,6.26,9.43
18/11/2011 04,3.79,5.24,9.03
18/11/2011 05,2.98,5.44,8.42
18/11/2011 06,3.98,7.04,11.02
18/11/2011 07,2.98,10.99,13.97
18/11/2011 08,4.75,11.93,16.68
18/11/2011 09,4.22,9.96,14.18
18/11/2011 10,4.98,11.9,16.88
18/11/2011 11,4.72,14.96,19.68
18/11/2011 12,4.24,11.95,16.19
18/11/2011 13,4.98,8.2,13.18
18/11/2011 14,5.4,0,5.4
18/11/2011 15,3.57,0,3.57
18/11/2011 16,3.98,0,3.98
18/11/2011 17,3.3,0,3.3
18/11/2011 18,2.99,0,2.99
18/11/2011 19,3.65,0,3.65
18/11/2011 20,2.98,0,2.98
18/11/2011 21,2.34,0,2.34
18/11/2011 22,2.63,0,2.63
18/11/2011 23,1.36,0,1.36
19/11/2011 00,2.61,0,2.61
19/11/2011 01,2.38,0,2.38
19/11/2011 02,1.39,0,1.39
19/11/2011 03,2.59,0,2.59
19/11/2011 04,2,0,2
19/11/2011 05,1.99,0,1.99
19/11/2011 06,2,0,2
19/11/2011 07,2.99,0,2.99
19/11/2011 08,2,0,2
19/11/2011 09,1.99,0,1.99
19/11/2011 10,2.99,0,2.99
19/11/2011 11,2.5,0,2.5
19/11/2011 12,2.48,0,2.48
19/11/2011 13,1.99,0,1.99
19/11/2011 14,2,0,2
19/11/2011 15,2.99,0,2.99
19/11/2011 16,2,0,2
19/11/2011 17,2.99,0,2.99
19/11/2011 18,2,0,2
19/11/2011 19,2.99,0,2.99
19/11/2011 20,2,0,2
19/11/2011 21,1.98,0,1.98
19/11/2011 22,2.41,0,2.41
19/11/2011 23,4.2,0,4.2
20/11/2011 00,0,7.85,7.85
20/11/2011 01,6.65,0,6.65
20/11/2011 02,4.21,0,4.21
20/11/2011 03,2.98,0,2.98
20/11/2011 04,3.62,0,3.62
20/11/2011 05,2.7,0,2.7
20/11/2011 06,3.29,0,3.29
20/11/2011 07,3.32,0,3.32
20/11/2011 08,2.98,0,2.98
20/11/2011 09,2.98,0,2.98
20/11/2011 10,2.98,0,2.98
20/11/2011 11,2.98,0,2.98
20/11/2011 12,2.98,0,2.98
20/11/2011 13,3.7,0,3.7
20/11/2011 14,2.99,0,2.99
20/11/2011 15,2.99,0,2.99
20/11/2011 16,3.24,0,3.24
20/11/2011 17,2.99,0,2.99
20/11/2011 18,2.99,0,2.99
20/11/2011 19,2.98,0,2.98
20/11/2011 20,2.98,0,2.98
20/11/2011 21,3.78,0,3.78
20/11/2011 22,3,0,3
20/11/2011 23,2.17,0,2.17
21/11/2011 00,3.81,0,3.81
21/11/2011 01,2.16,0,2.16
21/11/2011 02,2.98,0,2.98
21/11/2011 03,2.98,0,2.98
21/11/2011 04,3.84,0,3.84
21/11/2011 05,2.12,0,2.12
21/11/2011 06,3.86,0,3.86
21/11/2011 07,2.11,0,2.11
21/11/2011 08,4.54,9.29,13.83
21/11/2011 09,2.98,7.95,10.93
21/11/2011 10,6.23,12.86,19.09
21/11/2011 11,6.19,7.04,13.23
21/11/2011 12,4.97,4.63,9.6
21/11/2011 13,4.53,0,4.53
21/11/2011 14,5.98,5.26,11.24
21/11/2011 15,6.67,10.84,17.51
21/11/2011 16,5.34,9.89,15.23
21/11/2011 17,4.92,8,12.92
21/11/2011 18,6.31,5.03,11.34
21/11/2011 19,5.96,4.97,10.93
21/11/2011 20,4.96,6,10.96
21/11/2011 21,3.32,6,9.32
21/11/2011 22,4.35,3.89,8.24
21/11/2011 23,3.75,0.11,3.86
22/11/2011 00,3,4,7
22/11/2011 01,4.19,3.78,7.97
22/11/2011 02,3.56,0.22,3.78
22/11/2011 03,2.97,4,6.97
22/11/2011 04,3.41,3.75,7.16
22/11/2011 05,3.43,1.16,4.59
22/11/2011 06,3.45,3.09,6.54
22/11/2011 07,5.07,6,11.07
22/11/2011 08,6.03,8.64,14.67
22/11/2011 09,3.96,8.7,12.66
22/11/2011 10,6.46,9.8,16.26
22/11/2011 11,5.48,8.54,14.02
22/11/2011 12,5.42,7.22,12.64
22/11/2011 13,5,8.1,13.1
22/11/2011 14,6.05,5.82,11.87
22/11/2011 15,6.34,7.99,14.33
22/11/2011 16,4.96,9.19,14.15
22/11/2011 17,5.1,9,14.1
22/11/2011 18,6.56,7.93,14.49
22/11/2011 19,4.8,7.3,12.1
22/11/2011 20,4.77,7.16,11.93
22/11/2011 21,4.17,1.61,5.78
22/11/2011 22,3.35,5,8.35
22/11/2011 23,3.59,2.97,6.56
23/11/2011 00,3.61,1.03,4.64
23/11/2011 01,3.98,4,7.98
23/11/2011 02,4.31,2.86,7.17
23/11/2011 03,3,1.14,4.14
23/11/2011 04,3,5,8
23/11/2011 05,3.3,2.75,6.05
23/11/2011 06,4.28,5.99,10.27
23/11/2011 07,3.55,5.6,9.15
23/11/2011 08,4.22,7.95,12.17
23/11/2011 09,6.42,9.31,15.73
23/11/2011 10,6.22,9.68,15.9
23/11/2011 11,5.73,10.72,16.45
23/11/2011 12,5.2,10.62,15.82
23/11/2011 13,4.96,6.83,11.79
23/11/2011 14,7.11,9.17,16.28
23/11/2011 15,5.41,8.14,13.55
23/11/2011 16,4.55,8.5,13.05
23/11/2011 17,5.77,7.2,12.97
23/11/2011 18,6.7,8.81,15.51
23/11/2011 19,4.9,6.73,11.63
23/11/2011 20,5.29,7,12.29
23/11/2011 21,3.81,5.54,9.35
23/11/2011 22,2.97,2.58,5.55
23/11/2011 23,3.97,1.88,5.85
24/11/2011 00,3.86,4,7.86
24/11/2011 01,4.78,2.01,6.79
24/11/2011 02,3,1.99,4.99
24/11/2011 03,4,4,8
24/11/2011 04,3,1.9,4.9
24/11/2011 05,3.12,2.1,5.22
24/11/2011 06,4.03,6,10.03
24/11/2011 07,3,3.89,6.89
24/11/2011 08,4.93,4.71,9.64
24/11/2011 09,4.93,7.3,12.23
24/11/2011 10,5,3.35,8.35
24/11/2011 11,2.99,5.57,8.56
24/11/2011 12,5.96,7.18,13.14
24/11/2011 13,3.97,8,11.97
24/11/2011 14,4.03,7,11.03
24/11/2011 15,5.91,6.12,12.03
24/11/2011 16,3.97,5.43,9.4
24/11/2011 17,4.1,7.58,11.68
24/11/2011 18,4.85,6.64,11.49
24/11/2011 19,3.13,6.91,10.04
24/11/2011 20,5,5.64,10.64
24/11/2011 21,3.78,4.67,8.45
24/11/2011 22,2.09,0.93,3.02
24/11/2011 23,2.23,2.07,4.3
25/11/2011 00,3,4,7
25/11/2011 01,3.7,0.84,4.54
25/11/2011 02,2.83,2.16,4.99
25/11/2011 03,2.3,4,6.3
25/11/2011 04,2.16,0.76,2.92
25/11/2011 05,4.62,2.48,7.1
25/11/2011 06,2.78,3.76,6.54
25/11/2011 07,2.38,5,7.38
25/11/2011 08,4.52,4,8.52
25/11/2011 09,3.32,1.44,4.76
25/11/2011 10,3.14,6.95,10.09
25/11/2011 11,5.49,6.56,12.05
25/11/2011 12,3.97,7.59,11.56
25/11/2011 13,4.51,7.63,12.14
25/11/2011 14,4.43,6.83,11.26
25/11/2011 15,3.55,8,11.55
25/11/2011 16,4.69,4.28,8.97
25/11/2011 17,3.67,4.38,8.05
25/11/2011 18,4.62,4.79,9.41
25/11/2011 19,4.66,7.3,11.96
25/11/2011 20,3.64,5.24,8.88
25/11/2011 21,3.32,5,8.32
25/11/2011 22,2.7,0.26,2.96
25/11/2011 23,3.25,2.74,5.99
26/11/2011 00,2.6,4,6.6
26/11/2011 01,2.36,0.24,2.6
26/11/2011 02,2.79,3.76,6.55
26/11/2011 03,3,3,6
26/11/2011 04,3.14,0.13,3.27
26/11/2011 05,2.54,3.89,6.43
26/11/2011 06,2.87,3.97,6.84
26/11/2011 07,3.45,4,7.45
26/11/2011 08,3.59,0.99,4.58
26/11/2011 09,3.45,5,8.45
26/11/2011 10,4.98,6,10.98
26/11/2011 11,3.48,5.88,9.36
26/11/2011 12,4.98,5.88,10.86
26/11/2011 13,4.47,3.1,7.57
26/11/2011 14,3.45,2.15,5.6
26/11/2011 15,5.04,6,11.04
26/11/2011 16,4.34,6,10.34
26/11/2011 17,3.51,5.57,9.08
26/11/2011 18,3.68,3.15,6.83
26/11/2011 19,3.42,1.29,4.71
26/11/2011 20,2.81,4,6.81
26/11/2011 21,2.57,3.5,6.07
26/11/2011 22,4.19,0.5,4.69
26/11/2011 23,2.76,4,6.76
27/11/2011 00,2.98,3.38,6.36
27/11/2011 01,2.34,6.97,9.31
27/11/2011 02,3.92,3.13,7.05
27/11/2011 03,2.68,5.16,7.84
27/11/2011 04,2.98,4.79,7.77
27/11/2011 05,1.98,6.17,8.15
27/11/2011 06,4.36,4.77,9.13
27/11/2011 07,3.3,6.76,10.06
27/11/2011 08,3.85,9.74,13.59
27/11/2011 09,3.68,9.96,13.64
27/11/2011 10,5.43,9.96,15.39
27/11/2011 11,4.5,9.21,13.71
27/11/2011 12,3.73,7.96,11.69
27/11/2011 13,5.74,8.69,14.43
27/11/2011 14,3.67,8.23,11.9
27/11/2011 15,3.75,7.96,11.71
27/11/2011 16,5.36,9.67,15.03
27/11/2011 17,4.39,10.26,14.65
27/11/2011 18,2.98,7.96,10.94
27/11/2011 19,2.98,6.61,9.59
27/11/2011 20,3.82,5.65,9.47
27/11/2011 21,3.06,7.63,10.69
27/11/2011 22,3.06,7.32,10.38
27/11/2011 23,2.11,6.98,9.09
28/11/2011 00,2.85,4.6,7.45
28/11/2011 01,4.76,7.34,12.1
28/11/2011 02,2.1,6.36,8.46
28/11/2011 03,2.18,5.58,7.76
28/11/2011 04,2.88,7.56,10.44
28/11/2011 05,3.84,6.97,10.81
28/11/2011 06,3.06,8.53,11.59
28/11/2011 07,1.93,8.27,10.2
28/11/2011 08,4,12.08,16.08
28/11/2011 09,3.03,16.61,19.64
28/11/2011 10,4.01,14.47,18.48
28/11/2011 11,3.99,13.4,17.39
28/11/2011 12,5.96,14.45,20.41
28/11/2011 13,2.98,14.65,17.63
28/11/2011 14,3.98,11.69,15.67
28/11/2011 15,5.95,14.43,20.38
28/11/2011 16,3.01,13.97,16.98
28/11/2011 17,5.03,11.89,16.92
28/11/2011 18,4.87,12.08,16.95
28/11/2011 19,3.97,10.96,14.93
28/11/2011 20,4.13,9.41,13.54
28/11/2011 21,3.9,7.51,11.41
28/11/2011 22,2.98,4.7,7.68
28/11/2011 23,2.87,3.57,6.44
29/11/2011 00,2.22,0,2.22
29/11/2011 01,2.13,0,2.13
29/11/2011 02,3,0,3
29/11/2011 03,2,0,2
29/11/2011 04,2,0,2
29/11/2011 05,2,0,2
29/11/2011 06,3,0,3
29/11/2011 07,3.61,0,3.61
29/11/2011 08,2.77,0,2.77
29/11/2011 09,2.97,0.65,3.62
29/11/2011 10,3.65,19.3,22.95
29/11/2011 11,12,0,12
29/11/2011 12,3.97,16.41,20.38
29/11/2011 13,4.48,12.37,16.85
29/11/2011 14,5.45,11.23,16.68
29/11/2011 15,4.25,10.68,14.93
29/11/2011 16,4.98,11.21,16.19
29/11/2011 17,3.68,10.44,14.12
29/11/2011 18,4.59,13.2,17.79
29/11/2011 19,4.67,11.95,16.62
29/11/2011 20,4.32,9.73,14.05
29/11/2011 21,2.64,6.96,9.6
29/11/2011 22,3.33,5.35,8.68
29/11/2011 23,2.35,1.8,4.15
30/11/2011 00,2.63,0,2.63
30/11/2011 01,3.61,0,3.61
30/11/2011 02,1.98,0,1.98
30/11/2011 03,1.98,0,1.98
30/11/2011 04,1.98,0,1.98
30/11/2011 05,1.98,0,1.98
30/11/2011 06,2.98,0,2.98
30/11/2011 07,1.99,0,1.99
30/11/2011 08,3.88,9.22,13.1
30/11/2011 09,4.08,18.49,22.57
30/11/2011 10,3.98,12.75,16.73
30/11/2011 11,4.01,11.95,15.96
30/11/2011 12,3.95,10.18,14.13
30/11/2011 13,3.99,12.6,16.59
30/11/2011 14,4.48,11.19,15.67
30/11/2011 15,3.95,11.85,15.8
30/11/2011 16,3.97,10.94,14.91
30/11/2011 17,4.05,9.99,14.04
30/11/2011 18,4.43,9.93,14.36
30/11/2011 19,3.85,10.93,14.78
30/11/2011 20,3.53,7.97,11.5
30/11/2011 21,2.97,5.98,8.95
30/11/2011 22,3.17,4.01,7.18
30/11/2011 23,2.59,0.02,2.61
01/12/2011 00,2,0,2
01/12/2011 01,3,0,3
01/12/2011 02,2,0,2
01/12/2011 03,2,0,2
01/12/2011 04,2,0,2
01/12/2011 05,2,0,2
01/12/2011 06,3,0,3
01/12/2011 07,2,0,2
01/12/2011 08,2.6,0,2.6
01/12/2011 09,2.98,0,2.98
01/12/2011 10,2.97,0,2.97
01/12/2011 11,3.44,0,3.44
01/12/2011 12,3.51,0,3.51
01/12/2011 13,2.23,0,2.23
01/12/2011 14,3.5,0,3.5
01/12/2011 15,3.76,0,3.76
01/12/2011 16,6.97,0,6.97
01/12/2011 17,10.03,14.1,24.13
01/12/2011 18,3.4,16.48,19.88
01/12/2011 19,4.17,12.14,16.31
01/12/2011 20,2.97,13.17,16.14
01/12/2011 21,3.64,6.95,10.59
01/12/2011 22,2.99,4.67,7.66
01/12/2011 23,2.85,3.98,6.83
02/12/2011 00,3.13,5.72,8.85
02/12/2011 01,1.98,5.24,7.22
02/12/2011 02,2.23,5.71,7.94
02/12/2011 03,3.75,4.98,8.73
02/12/2011 04,1.18,6.68,7.86
02/12/2011 05,2.88,8.66,11.54
02/12/2011 06,3.9,8.96,12.86
02/12/2011 07,2.99,9.63,12.62
02/12/2011 08,3.09,11.95,15.04
02/12/2011 09,3.01,14.6,17.61
02/12/2011 10,5.37,13.29,18.66
02/12/2011 11,4.46,10.31,14.77
02/12/2011 12,4.01,12.22,16.23
02/12/2011 13,2.99,12.69,15.68
02/12/2011 14,2.99,10.96,13.95
02/12/2011 15,4.98,11.17,16.15
02/12/2011 16,4.93,13.34,18.27
02/12/2011 17,3.93,10.36,14.29
02/12/2011 18,3.05,10.95,14
02/12/2011 19,3.1,8.96,12.06
02/12/2011 20,4.93,10.95,15.88
02/12/2011 21,2.99,8.31,11.3
02/12/2011 22,2.08,6.52,8.6
02/12/2011 23,3.8,5.38,9.18
03/12/2011 00,2.98,6.09,9.07
03/12/2011 01,1.98,5.43,7.41
03/12/2011 02,2.85,5.5,8.35
03/12/2011 03,2.25,3.96,6.21
03/12/2011 04,2.99,5.03,8.02
03/12/2011 05,2.15,5.9,8.05
03/12/2011 06,2.83,6.96,9.79
03/12/2011 07,3.81,5.51,9.32
03/12/2011 08,2.98,9.31,12.29
03/12/2011 09,4.18,12.94,17.12
03/12/2011 10,4.78,12.95,17.73
03/12/2011 11,4.76,11.52,16.28
03/12/2011 12,3.2,10.95,14.15
03/12/2011 13,4.47,9.36,13.83
03/12/2011 14,5.24,13.34,18.58
03/12/2011 15,3.96,12.55,16.51
03/12/2011 16,3.53,11.57,15.1
03/12/2011 17,4.27,8.59,12.86
03/12/2011 18,3.41,7.97,11.38
03/12/2011 19,2.98,7.96,10.94
03/12/2011 20,2.98,4.63,7.61
03/12/2011 21,2.65,7.3,9.95
03/12/2011 22,2.64,6.69,9.33
03/12/2011 23,5.29,3.31,8.6
04/12/2011 00,3.69,1.05,4.74
04/12/2011 01,2.58,0,2.58
04/12/2011 02,1.98,0,1.98
04/12/2011 03,3.43,0,3.43
04/12/2011 04,2.53,0,2.53
04/12/2011 05,1.98,0,1.98
04/12/2011 06,2.49,0,2.49
04/12/2011 07,0,0,0
04/12/2011 08,0,0,0
04/12/2011 09,0,0,0
04/12/2011 10,0,0,0
04/12/2011 11,0,0,0
04/12/2011 12,0,0,0
04/12/2011 13,0,0,0
04/12/2011 14,0,0,0
04/12/2011 15,0,0,0
04/12/2011 16,0,0,0
04/12/2011 17,0,0,0
04/12/2011 18,0,0,0
04/12/2011 19,0,0,0
04/12/2011 20,0,0,0
04/12/2011 21,0,0,0
04/12/2011 22,0,0,0
04/12/2011 23,0,0,0
05/12/2011 00,0,0,0
05/12/2011 01,0,0,0
05/12/2011 02,0,0,0
05/12/2011 03,0,0,0
05/12/2011 04,0,0,0
05/12/2011 05,0,0,0
05/12/2011 06,0,0,0
05/12/2011 07,0.06,0,0.06
05/12/2011 08,21.51,0,21.51
05/12/2011 09,2.98,6.44,9.42
05/12/2011 10,4.96,13.47,18.43
05/12/2011 11,3.99,9.31,13.3
05/12/2011 12,3.98,8.13,12.11
05/12/2011 13,3.98,9.41,13.39
05/12/2011 14,3.98,5.45,9.43
05/12/2011 15,4.04,8.68,12.72
05/12/2011 16,4.92,10.71,15.63
05/12/2011 17,3.98,9.72,13.7
05/12/2011 18,4.89,9.54,14.43
05/12/2011 19,3.97,8.57,12.54
05/12/2011 20,4.08,5.76,9.84
05/12/2011 21,2.98,3.6,6.58
05/12/2011 22,2.98,1.64,4.62
05/12/2011 23,2.12,4,6.12
06/12/2011 00,2.85,0.45,3.3
06/12/2011 01,2.14,2.55,4.69
06/12/2011 02,2.99,3,5.99
06/12/2011 03,1.99,1.47,3.46
06/12/2011 04,2.99,3.74,6.73
06/12/2011 05,2.81,3.79,6.6
06/12/2011 06,2.98,6,8.98
06/12/2011 07,2.98,4.46,7.44
06/12/2011 08,3.98,6.14,10.12
06/12/2011 09,3.98,8.94,12.92
06/12/2011 10,3.75,9.87,13.62
06/12/2011 11,4.21,9.77,13.98
06/12/2011 12,3.98,8.95,12.93
06/12/2011 13,3.98,8.93,12.91
06/12/2011 14,3.98,8.94,12.92
06/12/2011 15,3.98,7.96,11.94
06/12/2011 16,3.98,6.94,10.92
06/12/2011 17,4.28,7.99,12.27
06/12/2011 18,3.68,6.96,10.64
06/12/2011 19,4.3,4.15,8.45
06/12/2011 20,3.66,6.94,10.6
06/12/2011 21,3.32,4.92,8.24
06/12/2011 22,2.99,2.9,5.89
06/12/2011 23,2,0.23,2.23
07/12/2011 00,2.99,3,5.99
07/12/2011 01,2.62,2.67,5.29
07/12/2011 02,2.37,0.33,2.7
07/12/2011 03,2.59,3,5.59
07/12/2011 04,2.39,2.58,4.97
07/12/2011 05,2.99,0.42,3.41
07/12/2011 06,2.99,6.52,9.51
07/12/2011 07,2.57,4.48,7.05
07/12/2011 08,3.42,6.73,10.15
07/12/2011 09,3.99,6.49,10.48
07/12/2011 10,3.99,9.77,13.76
07/12/2011 11,4.53,7.37,11.9
07/12/2011 12,3.98,6.63,10.61
07/12/2011 13,4.5,7.54,12.04
07/12/2011 14,3.97,8.5,12.47
07/12/2011 15,3.97,7.71,11.68
07/12/2011 16,3.99,7.16,11.15
07/12/2011 17,4,5.01,9.01
07/12/2011 18,3.99,7.24,11.23
07/12/2011 19,3.45,5.26,8.71
07/12/2011 20,3.98,6.58,10.56
07/12/2011 21,3.54,4.68,8.22
07/12/2011 22,1.99,2.35,4.34
07/12/2011 23,2.99,3.3,6.29
08/12/2011 00,2.41,3.67,6.08
08/12/2011 01,2.58,3,5.58
08/12/2011 02,2.39,1.9,4.29
08/12/2011 03,2.6,1.1,3.7
08/12/2011 04,2.99,4,6.99
08/12/2011 05,2.99,2.61,5.6
08/12/2011 06,2,3.96,5.96
08/12/2011 07,3.34,5.19,8.53
08/12/2011 08,3.32,10.55,13.87
08/12/2011 09,3.97,6.39,10.36
08/12/2011 10,3.98,7.32,11.3
08/12/2011 11,3.97,8.55,12.52
08/12/2011 12,4.67,7.58,12.25
08/12/2011 13,3.98,8.97,12.95
08/12/2011 14,3.98,8.46,12.44
08/12/2011 15,3.26,6.94,10.2
08/12/2011 16,3.97,6.52,10.49
08/12/2011 17,3.97,0,3.97
08/12/2011 18,3.73,0,3.73
08/12/2011 19,3.98,0,3.98
08/12/2011 20,3.75,0,3.75
08/12/2011 21,2.99,0,2.99
08/12/2011 22,2.2,0,2.2
08/12/2011 23,2.79,0,2.79
09/12/2011 00,2.09,0,2.09
09/12/2011 01,2.89,0,2.89
09/12/2011 02,2.17,0,2.17
09/12/2011 03,2.82,0,2.82
09/12/2011 04,2.15,0,2.15
09/12/2011 05,2.84,0,2.84
09/12/2011 06,2.13,0,2.13
09/12/2011 07,3.85,0,3.85
09/12/2011 08,3.11,12,15.11
09/12/2011 09,4.87,9.64,14.51
09/12/2011 10,3.19,8.37,11.56
09/12/2011 11,3.97,8.18,12.15
09/12/2011 12,4.89,9.96,14.85
09/12/2011 13,3.97,10.23,14.2
09/12/2011 14,3.92,9.95,13.87
09/12/2011 15,4.05,9.46,13.51
09/12/2011 16,3.98,8.42,12.4
09/12/2011 17,4.02,8.21,12.23
09/12/2011 18,3.94,9.71,13.65
09/12/2011 19,3.99,8.52,12.51
09/12/2011 20,3.96,7.37,11.33
09/12/2011 21,2.99,3.38,6.37
09/12/2011 22,2.99,2.17,5.16
09/12/2011 23,2.98,2.45,5.43
10/12/2011 00,2.01,3.08,5.09
10/12/2011 01,2,1.38,3.38
10/12/2011 02,3,3.11,6.11
10/12/2011 03,2.94,3.44,6.38
10/12/2011 04,2.05,4,6.05
10/12/2011 05,2.92,3.22,6.14
10/12/2011 06,2.06,2.18,4.24
10/12/2011 07,3.9,4.95,8.85
10/12/2011 08,3.88,6.88,10.76
10/12/2011 09,3.09,7.9,10.99
10/12/2011 10,4.98,9.86,14.84
10/12/2011 11,3.98,4.14,8.12
10/12/2011 12,3.98,6.97,10.95
10/12/2011 13,3.98,4.11,8.09
10/12/2011 14,3.98,7.85,11.83
10/12/2011 15,4.15,6.96,11.11
10/12/2011 16,4.64,6.97,11.61
10/12/2011 17,3.34,6.92,10.26
10/12/2011 18,3.8,3.99,7.79
10/12/2011 19,2.19,3.06,5.25
10/12/2011 20,2.99,5.03,8.02
10/12/2011 21,2.99,4.89,7.88
10/12/2011 22,2.77,4.79,7.56
10/12/2011 23,2.22,0.32,2.54
11/12/2011 00,3.91,1.24,5.15
11/12/2011 01,1.99,0,1.99
11/12/2011 02,1.98,0,1.98
11/12/2011 03,2.88,0,2.88
11/12/2011 04,1.1,0,1.1
11/12/2011 05,2.86,0,2.86
11/12/2011 06,1.98,0,1.98
11/12/2011 07,2.82,0,2.82
11/12/2011 08,2.14,0,2.14
11/12/2011 09,2.8,0,2.8
11/12/2011 10,2.97,0,2.97
11/12/2011 11,2.96,0,2.96
11/12/2011 12,2.97,0,2.97
11/12/2011 13,2.19,0,2.19
11/12/2011 14,3.52,0,3.52
11/12/2011 15,2.44,0,2.44
11/12/2011 16,2.98,0,2.98
11/12/2011 17,2.23,0,2.23
11/12/2011 18,1.99,0,1.99
11/12/2011 19,2.27,0,2.27
11/12/2011 20,2.71,0,2.71
11/12/2011 21,2.29,0,2.29
11/12/2011 22,2.37,0,2.37
11/12/2011 23,1.98,0,1.98
12/12/2011 00,1.31,0,1.31
12/12/2011 01,1.34,0,1.34
12/12/2011 02,3,0,3
12/12/2011 03,1.63,0,1.63
12/12/2011 04,1.61,0,1.61
12/12/2011 05,1.75,0,1.75
12/12/2011 06,2,0,2
12/12/2011 07,3,0,3
12/12/2011 08,2,0,2
12/12/2011 09,2,0,2
12/12/2011 10,0.57,0.88,1.45
12/12/2011 11,5.43,18.58,24.01
12/12/2011 12,1,16.65,17.65
12/12/2011 13,5.12,0,5.12
12/12/2011 14,5.57,0,5.57
12/12/2011 15,5.38,0,5.38
12/12/2011 16,5.98,0,5.98
12/12/2011 17,4.6,0,4.6
12/12/2011 18,4.61,0,4.61
12/12/2011 19,5.06,0,5.06
12/12/2011 20,4.27,0,4.27
12/12/2011 21,6.32,0,6.32
12/12/2011 22,4.31,0,4.31
12/12/2011 23,2,0,2
13/12/2011 00,2.99,0,2.99
13/12/2011 01,2.69,0,2.69
13/12/2011 02,5.75,0,5.75
13/12/2011 03,8.1,0,8.1
13/12/2011 04,4.43,0,4.43
13/12/2011 05,2.99,0,2.99
13/12/2011 06,2,0,2
13/12/2011 07,2.99,0,2.99
13/12/2011 08,4,11.89,15.89
13/12/2011 09,3.33,12.14,15.47
13/12/2011 10,4.68,10.03,14.71
13/12/2011 11,3.62,15.53,19.15
13/12/2011 12,3.28,12.06,15.34
13/12/2011 13,3.97,8.86,12.83
13/12/2011 14,4.41,6.15,10.56
13/12/2011 15,3.99,6.13,10.12
13/12/2011 16,4.5,7.94,12.44
13/12/2011 17,3.23,8.95,12.18
13/12/2011 18,4.49,9.51,14
13/12/2011 19,3.36,5.57,8.93
13/12/2011 20,4.37,5.13,9.5
13/12/2011 21,3,5.87,8.87
13/12/2011 22,2.18,0.54,2.72
13/12/2011 23,2.17,4.76,6.93
14/12/2011 00,3.71,3.71,7.42
14/12/2011 01,2.9,5,7.9
14/12/2011 02,2.38,1.22,3.6
14/12/2011 03,2.61,3.04,5.65
14/12/2011 04,2.99,4.75,7.74
14/12/2011 05,1.24,5,6.24
14/12/2011 06,2.97,6.07,9.04
14/12/2011 07,2.97,5.06,8.03
14/12/2011 08,5.7,7.96,13.66
14/12/2011 09,3.16,8.95,12.11
14/12/2011 10,4.05,12.94,16.99
14/12/2011 11,2.97,8.96,11.93
14/12/2011 12,4.92,7.97,12.89
14/12/2011 13,1.98,8.93,10.91
14/12/2011 14,3.98,9.15,13.13
14/12/2011 15,4.95,8,12.95
14/12/2011 16,3.99,9.83,13.82
14/12/2011 17,2.98,10.91,13.89
14/12/2011 18,7.05,0,7.05
14/12/2011 19,3.98,0,3.98
14/12/2011 20,6.98,0,6.98
14/12/2011 21,4.97,0,4.97
14/12/2011 22,7.08,0,7.08
14/12/2011 23,5.11,0,5.11
15/12/2011 00,2,0,2
15/12/2011 01,2.86,0,2.86
15/12/2011 02,2.98,0,2.98
15/12/2011 03,2.14,0,2.14
15/12/2011 04,2,0,2
15/12/2011 05,2.99,0,2.99
15/12/2011 06,2.81,0,2.81
15/12/2011 07,3.17,0,3.17
15/12/2011 08,3.69,10.35,14.04
15/12/2011 09,2.82,8.1,10.92
15/12/2011 10,3.5,8.53,12.03
15/12/2011 11,4.81,8.29,13.1
15/12/2011 12,4.61,5.97,10.58
15/12/2011 13,3.77,6.21,9.98
15/12/2011 14,4.39,7.68,12.07
15/12/2011 15,3.98,6.46,10.44
15/12/2011 16,3.46,5.5,8.96
15/12/2011 17,4.75,6.96,11.71
15/12/2011 18,1.24,8.36,9.6
15/12/2011 19,5.17,0,5.17
15/12/2011 20,8.72,0,8.72
15/12/2011 21,6.59,0,6.59
15/12/2011 22,2.97,0,2.97
15/12/2011 23,2.65,0,2.65
16/12/2011 00,2.98,0,2.98
16/12/2011 01,2.35,0,2.35
16/12/2011 02,2.99,0,2.99
16/12/2011 03,2,0,2
16/12/2011 04,2.99,0,2.99
16/12/2011 05,2.6,0,2.6
16/12/2011 06,2.38,0,2.38
16/12/2011 07,2.99,0,2.99
16/12/2011 08,3,12.01,15.01
16/12/2011 09,3.97,9.67,13.64
16/12/2011 10,4.77,7.07,11.84
16/12/2011 11,3.54,6.94,10.48
16/12/2011 12,3.84,7.26,11.1
16/12/2011 13,4.43,7.46,11.89
16/12/2011 14,4.53,5.52,10.05
16/12/2011 15,3.51,6.01,9.52
16/12/2011 16,3.45,5.98,9.43
16/12/2011 17,4.47,4.96,9.43
