Date and time,Cooling,Heating,Total
23/10/2010 05,2.05,2.98,5.03
23/10/2010 06,3.95,6,9.95
23/10/2010 07,3.97,5.93,9.9
23/10/2010 08,2.99,4.99,7.98
23/10/2010 09,2.99,5.98,8.97
23/10/2010 10,3.97,4.96,8.93
23/10/2010 11,2.97,4.06,7.03
23/10/2010 12,3.03,6.83,9.86
23/10/2010 13,3.46,5.06,8.52
23/10/2010 14,3.46,4.92,8.38
23/10/2010 15,2.06,4.19,6.25
23/10/2010 16,3.91,6.75,10.66
23/10/2010 17,2.98,3.25,6.23
23/10/2010 18,3.08,6.69,9.77
23/10/2010 19,2.87,4.08,6.95
23/10/2010 20,3.1,6.86,9.96
23/10/2010 21,2.85,3.1,5.95
23/10/2010 22,3.98,7.69,11.67
23/10/2010 23,1.98,3.27,5.25
24/10/2010 00,3.31,6.42,9.73
24/10/2010 01,2.24,6.23,8.47
24/10/2010 02,2.58,5.48,8.06
24/10/2010 03,0.99,4.88,5.87
24/10/2010 04,3.06,5.38,8.44
24/10/2010 05,1.39,4.22,5.61
24/10/2010 06,3.92,5.21,9.13
24/10/2010 07,1.98,5.44,7.42
24/10/2010 08,2.5,6.49,8.99
24/10/2010 09,2.98,7.93,10.91
24/10/2010 10,3.01,6.23,9.24
24/10/2010 11,2.26,4.51,6.77
24/10/2010 12,2.99,5.14,8.13
24/10/2010 13,2.99,6.97,9.96
24/10/2010 14,1.3,5.27,6.57
24/10/2010 15,2.68,6.63,9.31
24/10/2010 16,2.98,6.64,9.62
24/10/2010 17,1.32,4.96,6.28
24/10/2010 18,2.99,7.02,10.01
24/10/2010 19,2.64,6.91,9.55
24/10/2010 20,2.98,7.96,10.94
24/10/2010 21,2.97,5.95,8.92
24/10/2010 22,2.97,7.96,10.93
24/10/2010 23,2.07,3.77,5.84
25/10/2010 00,2.89,4.98,7.87
25/10/2010 01,2,5.96,7.96
25/10/2010 02,1.98,4.55,6.53
25/10/2010 03,2.12,5.42,7.54
25/10/2010 04,3.41,3.88,7.29
25/10/2010 05,2.07,5.63,7.7
25/10/2010 06,3.99,16.08,20.07
25/10/2010 07,4.82,19.98,24.8
25/10/2010 08,3.98,19.36,23.34
25/10/2010 09,3.98,16.91,20.89
25/10/2010 10,4.78,14.95,19.73
25/10/2010 11,4.97,12.15,17.12
25/10/2010 12,5.76,9.06,14.82
25/10/2010 13,6.2,7.87,14.07
25/10/2010 14,3.98,10.47,14.45
25/10/2010 15,4.22,6.52,10.74
25/10/2010 16,5.23,7.95,13.18
25/10/2010 17,3.98,8.37,12.35
25/10/2010 18,4.71,10.95,15.66
25/10/2010 19,3.97,9.55,13.52
25/10/2010 20,3.56,8.97,12.53
25/10/2010 21,3.69,7.96,11.65
25/10/2010 22,2.25,5.55,7.8
25/10/2010 23,2.99,3,5.99
26/10/2010 00,2.67,3.04,5.71
26/10/2010 01,2.33,3.3,5.63
26/10/2010 02,2.65,6.65,9.3
26/10/2010 03,2,2.98,4.98
26/10/2010 04,3.62,4.98,8.6
26/10/2010 05,2.98,4.25,7.23
26/10/2010 06,2.98,10.39,13.37
26/10/2010 07,4.59,17.09,21.68
26/10/2010 08,3.79,15.21,19
26/10/2010 09,2.99,11.92,14.91
26/10/2010 10,4.15,12.65,16.8
26/10/2010 11,5.41,13.97,19.38
26/10/2010 12,5.42,12.96,18.38
26/10/2010 13,5.43,12.87,18.3
26/10/2010 14,6.52,7.76,14.28
26/10/2010 15,5.98,6.97,12.95
26/10/2010 16,4.97,5.79,10.76
26/10/2010 17,5.46,4.32,9.78
26/10/2010 18,4.98,6.57,11.55
26/10/2010 19,3.98,3.2,7.18
26/10/2010 20,2.98,6.62,9.6
26/10/2010 21,3.47,3.84,7.31
26/10/2010 22,1.87,7.26,9.13
26/10/2010 23,2.45,2.11,4.56
27/10/2010 00,2.53,3.07,5.6
27/10/2010 01,3.43,2.06,5.49
27/10/2010 02,1.98,3.04,5.02
27/10/2010 03,2.85,5.83,8.68
27/10/2010 04,2.57,3,5.57
27/10/2010 05,3.79,3.18,6.97
27/10/2010 06,2.98,5.93,8.91
27/10/2010 07,3.01,9.57,12.58
27/10/2010 08,2.99,7.17,10.16
27/10/2010 09,4.8,12.92,17.72
27/10/2010 10,5.34,8.96,14.3
27/10/2010 11,5.98,7.97,13.95
27/10/2010 12,4.97,7.94,12.91
27/10/2010 13,4.97,3.08,8.05
27/10/2010 14,5.98,6.89,12.87
27/10/2010 15,4.66,6.97,11.63
27/10/2010 16,3.45,7.96,11.41
27/10/2010 17,2.52,7.97,10.49
27/10/2010 18,3.98,7.88,11.86
27/10/2010 19,2.07,7.69,9.76
27/10/2010 20,1.99,6.23,8.22
27/10/2010 21,2.73,6.85,9.58
27/10/2010 22,3.24,6.09,9.33
27/10/2010 23,0.99,3.1,4.09
28/10/2010 00,2.98,2.83,5.81
28/10/2010 01,2.77,4.29,7.06
28/10/2010 02,2.78,1.16,3.94
28/10/2010 03,2.2,4.63,6.83
28/10/2010 04,2.8,3.77,6.57
28/10/2010 05,0.99,4.52,5.51
28/10/2010 06,3.8,6.54,10.34
28/10/2010 07,3.98,10.02,14
28/10/2010 08,3.98,7.97,11.95
28/10/2010 09,2.13,8.2,10.33
28/10/2010 10,4.74,10.1,14.84
28/10/2010 11,6.98,8.96,15.94
28/10/2010 12,5.98,8.23,14.21
28/10/2010 13,7.08,8.68,15.76
28/10/2010 14,6.87,8.96,15.83
28/10/2010 15,6.15,8.65,14.8
28/10/2010 16,8.88,8.95,17.83
28/10/2010 17,6.83,8.28,15.11
28/10/2010 18,4.98,6.3,11.28
28/10/2010 19,4.93,6.97,11.9
28/10/2010 20,2.64,6.05,8.69
28/10/2010 21,3.92,10.33,14.25
28/10/2010 22,3.01,3.59,6.6
28/10/2010 23,1.75,3.73,5.48
29/10/2010 00,3.98,4.8,8.78
29/10/2010 01,1.99,4.39,6.38
29/10/2010 02,1.98,6.54,8.52
29/10/2010 03,3,4.96,7.96
29/10/2010 04,2,2.41,4.41
29/10/2010 05,3.95,6.07,10.02
29/10/2010 06,3.98,10.03,14.01
29/10/2010 07,4.92,12.47,17.39
29/10/2010 08,3.04,15.89,18.93
29/10/2010 09,3.98,10.45,14.43
29/10/2010 10,5.48,13.87,19.35
29/10/2010 11,5.98,12.96,18.94
29/10/2010 12,6.98,8.95,15.93
29/10/2010 13,5.98,9.95,15.93
29/10/2010 14,2.98,11.36,14.34
29/10/2010 15,6.1,8.06,14.16
29/10/2010 16,4.97,6.85,11.82
29/10/2010 17,5.13,7.53,12.66
29/10/2010 18,4.15,5.38,9.53
29/10/2010 19,2.57,8.21,10.78
29/10/2010 20,3.8,11.15,14.95
29/10/2010 21,3.35,9.23,12.58
29/10/2010 22,2,3.76,5.76
29/10/2010 23,1.98,7.13,9.11
30/10/2010 00,0.99,3.82,4.81
30/10/2010 01,2.99,7.1,10.09
30/10/2010 02,1.98,2.64,4.62
30/10/2010 03,3.98,4.97,8.95
30/10/2010 04,1.68,4.66,6.34
30/10/2010 05,3.72,4.62,8.34
30/10/2010 06,3.24,5.56,8.8
30/10/2010 07,2.98,7.96,10.94
30/10/2010 08,2.7,6.97,9.67
30/10/2010 09,3.25,7.96,11.21
30/10/2010 10,2.98,6.96,9.94
30/10/2010 11,3.74,8.96,12.7
30/10/2010 12,2.99,7.63,10.62
30/10/2010 13,2.99,8.29,11.28
30/10/2010 14,2.99,7.96,10.95
30/10/2010 15,3.63,5.76,9.39
30/10/2010 16,2.99,6.87,9.86
30/10/2010 17,3.61,4.79,8.4
30/10/2010 18,2.15,6.14,8.29
30/10/2010 19,2.67,7.19,9.86
30/10/2010 20,2.99,2.43,5.42
30/10/2010 21,2.98,7.56,10.54
30/10/2010 22,2.85,7.38,10.23
30/10/2010 23,4.13,3.09,7.22
31/10/2010 00,3.28,6.74,10.02
31/10/2010 01,2.17,3.81,5.98
31/10/2010 02,3.07,3.23,6.3
31/10/2010 03,2.98,2.9,5.88
31/10/2010 04,3.02,3.92,6.94
31/10/2010 05,2.95,4.08,7.03
31/10/2010 06,3.98,5.97,9.95
31/10/2010 07,2.98,4.97,7.95
31/10/2010 08,2.99,5.95,8.94
31/10/2010 09,3.51,4.98,8.49
31/10/2010 10,4.45,4.97,9.42
31/10/2010 11,2.44,3.99,6.43
31/10/2010 12,4.65,5.96,10.61
31/10/2010 13,3.87,5.97,9.84
31/10/2010 14,2.98,4.02,7
31/10/2010 15,3.56,3.92,7.48
31/10/2010 16,2.99,3.04,6.03
31/10/2010 17,3.39,5.91,9.3
31/10/2010 18,2.98,5.06,8.04
31/10/2010 19,3.22,3.08,6.3
31/10/2010 20,3.74,5.77,9.51
31/10/2010 21,2.99,5.97,8.96
31/10/2010 22,2.98,2.09,5.07
31/10/2010 23,3.3,3.26,6.56
01/11/2010 00,2,4.55,6.55
01/11/2010 01,3,2.13,5.13
01/11/2010 02,3,3.15,6.15
01/11/2010 03,2.31,3.17,5.48
01/11/2010 04,2.88,4.43,7.31
01/11/2010 05,3.68,8.57,12.25
01/11/2010 06,3.41,9.74,13.15
01/11/2010 07,4.26,11.16,15.42
01/11/2010 08,2.98,9.18,12.16
01/11/2010 09,3.73,11.71,15.44
01/11/2010 10,4.72,6.46,11.18
01/11/2010 11,5.5,5.96,11.46
01/11/2010 12,7.2,7.7,14.9
01/11/2010 13,6.17,7.96,14.13
01/11/2010 14,5.97,6.96,12.93
01/11/2010 15,7.57,6.26,13.83
01/11/2010 16,5.35,5.97,11.32
01/11/2010 17,5.43,5.97,11.4
01/11/2010 18,4.33,5.97,10.3
01/11/2010 19,2.97,4.65,7.62
01/11/2010 20,4.52,4.28,8.8
01/11/2010 21,3,3.07,6.07
01/11/2010 22,2,3.87,5.87
01/11/2010 23,3.12,2.97,6.09
02/11/2010 00,2.22,2.77,4.99
02/11/2010 01,2.86,3.39,6.25
02/11/2010 02,2.08,4.17,6.25
02/11/2010 03,3.81,2.55,6.36
02/11/2010 04,4.06,3.85,7.91
02/11/2010 05,2.98,5.1,8.08
02/11/2010 06,4.04,5.96,10
02/11/2010 07,3.92,5.43,9.35
02/11/2010 08,3.98,6.03,10.01
02/11/2010 09,4.01,7.96,11.97
02/11/2010 10,6.95,8.46,15.41
02/11/2010 11,5.99,7.46,13.45
02/11/2010 12,5.98,6.48,12.46
02/11/2010 13,7.97,5.96,13.93
02/11/2010 14,7.92,6.42,14.34
02/11/2010 15,7.97,7.96,15.93
02/11/2010 16,7.95,7.51,15.46
02/11/2010 17,4.05,5.97,10.02
02/11/2010 18,5.98,5.97,11.95
02/11/2010 19,2.97,5.96,8.93
02/11/2010 20,2.19,3.77,5.96
02/11/2010 21,3,3,6
02/11/2010 22,3.82,2,5.82
02/11/2010 23,2.99,3,5.99
03/11/2010 00,2.87,2,4.87
03/11/2010 01,2.09,3,5.09
03/11/2010 02,2.85,1.67,4.52
03/11/2010 03,2.12,1.98,4.1
03/11/2010 04,2.98,2.3,5.28
03/11/2010 05,4.14,5.97,10.11
03/11/2010 06,3.67,4.96,8.63
03/11/2010 07,3.5,4.97,8.47
03/11/2010 08,3.63,5.79,9.42
03/11/2010 09,4.98,10.15,15.13
03/11/2010 10,5.58,6.22,11.8
03/11/2010 11,5.39,6.71,12.1
03/11/2010 12,7.76,7.43,15.19
03/11/2010 13,5.74,7.51,13.25
03/11/2010 14,5.44,6.18,11.62
03/11/2010 15,5.49,6.75,12.24
03/11/2010 16,7.22,7.17,14.39
03/11/2010 17,3.97,5.6,9.57
03/11/2010 18,5.25,4.98,10.23
03/11/2010 19,3.7,4.98,8.68
03/11/2010 20,3.56,2.98,6.54
03/11/2010 21,2.99,2.12,5.11
03/11/2010 22,3.68,2.97,6.65
03/11/2010 23,2.66,2.85,5.51
04/11/2010 00,2.3,1.98,4.28
04/11/2010 01,2.99,4.77,7.76
04/11/2010 02,2.68,3.18,5.86
04/11/2010 03,3,2.06,5.06
04/11/2010 04,3.26,4.76,8.02
04/11/2010 05,4.36,3.17,7.53
04/11/2010 06,4.21,4.92,9.13
04/11/2010 07,4.37,4.99,9.36
04/11/2010 08,4.98,4.99,9.97
04/11/2010 09,4.15,6.97,11.12
04/11/2010 10,6.39,5.95,12.34
04/11/2010 11,7.54,6.98,14.52
04/11/2010 12,8.96,7.96,16.92
04/11/2010 13,9.52,4.99,14.51
04/11/2010 14,9.87,4.97,14.84
04/11/2010 15,10.03,5.93,15.96
04/11/2010 16,8.48,5.04,13.52
04/11/2010 17,6.4,4.95,11.35
04/11/2010 18,6.46,4.96,11.42
04/11/2010 19,3.98,2.97,6.95
04/11/2010 20,5.98,4.07,10.05
04/11/2010 21,2.46,3.87,6.33
04/11/2010 22,4.04,2.32,6.36
04/11/2010 23,2.54,2,4.54
05/11/2010 00,3,2.58,5.58
05/11/2010 01,2.44,2.12,4.56
05/11/2010 02,3.42,2.82,6.24
05/11/2010 03,2.4,2.15,4.55
05/11/2010 04,2.56,1.97,4.53
05/11/2010 05,3.98,1.35,5.33
05/11/2010 06,3.98,8.81,12.79
05/11/2010 07,4.6,8.56,13.16
05/11/2010 08,4.36,5.97,10.33
05/11/2010 09,3.98,11.51,15.49
05/11/2010 10,5.69,6.42,12.11
05/11/2010 11,6.97,5.96,12.93
05/11/2010 12,6.29,5.96,12.25
05/11/2010 13,5.64,5.98,11.62
05/11/2010 14,6.33,6.68,13.01
05/11/2010 15,5.3,6.24,11.54
05/11/2010 16,5.37,5.98,11.35
05/11/2010 17,4.29,5.97,10.26
05/11/2010 18,2.92,5.98,8.9
05/11/2010 19,3.58,7.97,11.55
05/11/2010 20,3.58,8.36,11.94
05/11/2010 21,2.83,8.23,11.06
05/11/2010 22,2.23,4.32,6.55
05/11/2010 23,2.73,1.72,4.45
06/11/2010 00,2.21,3.61,5.82
06/11/2010 01,3.54,3.77,7.31
06/11/2010 02,2.99,4.19,7.18
06/11/2010 03,3.79,2.57,6.36
06/11/2010 04,2.19,4.24,6.43
06/11/2010 05,3.35,3.7,7.05
06/11/2010 06,2.8,3.42,6.22
06/11/2010 07,3.82,4.52,8.34
06/11/2010 08,3,2.97,5.97
06/11/2010 09,3.27,4.39,7.66
06/11/2010 10,2.84,4.02,6.86
06/11/2010 11,3.86,2.49,6.35
06/11/2010 12,2.99,4.99,7.98
06/11/2010 13,3.1,2.94,6.04
06/11/2010 14,2.08,4.03,6.11
06/11/2010 15,4.8,3.99,8.79
06/11/2010 16,2.53,2.89,5.42
06/11/2010 17,3.52,4.09,7.61
06/11/2010 18,2.04,3.85,5.89
06/11/2010 19,3.86,2.97,6.83
06/11/2010 20,2.99,5.55,8.54
06/11/2010 21,2.99,3.38,6.37
06/11/2010 22,3.01,5.58,8.59
06/11/2010 23,1.95,7.26,9.21
07/11/2010 00,3.61,5.2,8.81
07/11/2010 01,2.99,5.24,8.23
07/11/2010 02,2.99,5.67,8.66
07/11/2010 03,2.99,3.96,6.95
07/11/2010 04,3.32,6.31,9.63
07/11/2010 05,2.61,4.62,7.23
07/11/2010 06,4.04,8.96,13
07/11/2010 07,3.29,5.66,8.95
07/11/2010 08,3.98,8.54,12.52
07/11/2010 09,3.34,6.76,10.1
07/11/2010 10,2.62,6.88,9.5
07/11/2010 11,3.72,7.7,11.42
07/11/2010 12,2.99,3.97,6.96
07/11/2010 13,3.23,6.74,9.97
07/11/2010 14,2.76,4.21,6.97
07/11/2010 15,3.21,6.54,9.75
07/11/2010 16,2.98,3.6,6.58
07/11/2010 17,3.78,7.76,11.54
07/11/2010 18,3.17,5.16,8.33
07/11/2010 19,2.81,7.96,10.77
07/11/2010 20,3.15,5.79,8.94
07/11/2010 21,3.98,7.27,11.25
07/11/2010 22,2.98,6.52,9.5
07/11/2010 23,2.85,5.12,7.97
08/11/2010 00,3.11,4.85,7.96
08/11/2010 01,2.86,5.21,8.07
08/11/2010 02,2.09,3.86,5.95
08/11/2010 03,3.8,5.87,9.67
08/11/2010 04,1.62,4.52,6.14
08/11/2010 05,3.52,5.8,9.32
08/11/2010 06,4.03,14.08,18.11
08/11/2010 07,6.09,19.82,25.91
08/11/2010 08,4.78,15.88,20.66
08/11/2010 09,3.99,13.99,17.98
08/11/2010 10,4.04,17.88,21.92
08/11/2010 11,4.97,16.93,21.9
08/11/2010 12,6.97,15.92,22.89
08/11/2010 13,5.97,14.91,20.88
08/11/2010 14,5,15.93,20.93
08/11/2010 15,4.98,14.95,19.93
08/11/2010 16,5.94,14.93,20.87
08/11/2010 17,4.97,12.93,17.9
08/11/2010 18,4.03,12.06,16.09
08/11/2010 19,3.98,8.95,12.93
08/11/2010 20,3.9,9.03,12.93
08/11/2010 21,2.06,6.15,8.21
08/11/2010 22,3.08,6.77,9.85
08/11/2010 23,2.99,3.3,6.29
09/11/2010 00,2.86,7.62,10.48
09/11/2010 01,2.25,3.1,5.35
09/11/2010 02,2.85,6.97,9.82
09/11/2010 03,2.99,3.97,6.96
09/11/2010 04,2.99,4.47,7.46
09/11/2010 05,2.17,6.3,8.47
09/11/2010 06,4.82,12.4,17.22
09/11/2010 07,3.79,17.53,21.32
09/11/2010 08,4.77,13.32,18.09
09/11/2010 09,4.19,15.69,19.88
09/11/2010 10,3.98,17.71,21.69
09/11/2010 11,6.74,17.14,23.88
09/11/2010 12,5.1,15.04,20.14
09/11/2010 13,6.59,13.06,19.65
09/11/2010 14,6.23,12.46,18.69
09/11/2010 15,6.25,11.67,17.92
09/11/2010 16,4.98,15.08,20.06
09/11/2010 17,3.98,16.21,20.19
09/11/2010 18,3.98,12.84,16.82
09/11/2010 19,3.98,9.59,13.57
09/11/2010 20,3.98,5.64,9.62
09/11/2010 21,1.98,8.96,10.94
09/11/2010 22,2.98,5.36,8.34
09/11/2010 23,2.33,5.55,7.88
10/11/2010 00,3.62,4.7,8.32
10/11/2010 01,2.37,6.21,8.58
10/11/2010 02,2.99,3.95,6.94
10/11/2010 03,2.39,6.37,8.76
10/11/2010 04,2.59,4.56,7.15
10/11/2010 05,3.57,6.39,9.96
10/11/2010 06,3.98,14.81,18.79
10/11/2010 07,3.98,18.03,22.01
10/11/2010 08,3.98,19.45,23.43
10/11/2010 09,5.24,18.26,23.5
10/11/2010 10,5.25,15.93,21.18
10/11/2010 11,4.97,14.4,19.37
10/11/2010 12,5.98,14.93,20.91
10/11/2010 13,5.46,13.92,19.38
10/11/2010 14,5.48,13.45,18.93
10/11/2010 15,5.49,12.94,18.43
10/11/2010 16,3.98,10.94,14.92
10/11/2010 17,4.52,10.94,15.46
10/11/2010 18,4.43,10.48,14.91
10/11/2010 19,3.55,9.95,13.5
10/11/2010 20,3.41,9.11,12.52
10/11/2010 21,2.98,5.97,8.95
10/11/2010 22,1.97,6.96,8.93
10/11/2010 23,2.98,3.36,6.34
11/11/2010 00,2.98,6.81,9.79
11/11/2010 01,2.98,4.11,7.09
11/11/2010 02,2.61,5.87,8.48
11/11/2010 03,2.99,5.05,8.04
11/11/2010 04,2.99,4.27,7.26
11/11/2010 05,2.32,5.64,7.96
11/11/2010 06,3.66,11.22,14.88
11/11/2010 07,4.3,16.62,20.92
11/11/2010 08,2.97,13.92,16.89
11/11/2010 09,3.98,13.93,17.91
11/11/2010 10,4.26,12.64,16.9
11/11/2010 11,6.24,10.67,16.91
11/11/2010 12,5.7,9.94,15.64
11/11/2010 13,5.98,10.95,16.93
11/11/2010 14,7.09,10.95,18.04
11/11/2010 15,6.62,10.18,16.8
11/11/2010 16,4.2,9.72,13.92
11/11/2010 17,4.76,9.95,14.71
11/11/2010 18,3.98,7.75,11.73
11/11/2010 19,2.98,9.14,12.12
11/11/2010 20,3.97,6.41,10.38
11/11/2010 21,3.82,7.32,11.14
11/11/2010 22,2.15,3.65,5.8
11/11/2010 23,2.83,3.83,6.66
12/11/2010 00,2.13,3.86,5.99
12/11/2010 01,2.98,4.25,7.23
12/11/2010 02,2.86,3.1,5.96
12/11/2010 03,2.99,5.76,8.75
12/11/2010 04,1.98,3.17,5.15
12/11/2010 05,3.07,3.23,6.3
12/11/2010 06,3.05,12.94,15.99
12/11/2010 07,4.91,12.94,17.85
12/11/2010 08,3.98,13.05,17.03
12/11/2010 09,2.98,15.96,18.94
12/11/2010 10,3.98,15.33,19.31
12/11/2010 11,5.03,11.4,16.43
12/11/2010 12,5.93,9.96,15.89
12/11/2010 13,4.98,9.95,14.93
12/11/2010 14,5.96,8.96,14.92
12/11/2010 15,3.99,9.93,13.92
12/11/2010 16,4.98,9.96,14.94
12/11/2010 17,4.94,9.95,14.89
12/11/2010 18,3.02,9.95,12.97
12/11/2010 19,4.04,9.95,13.99
12/11/2010 20,3.99,9.93,13.92
12/11/2010 21,3.91,6.21,10.12
12/11/2010 22,2.06,4.89,6.95
12/11/2010 23,2.99,3.97,6.96
13/11/2010 00,2.99,4.3,7.29
13/11/2010 01,2.11,5.63,7.74
13/11/2010 02,3.74,4.1,7.84
13/11/2010 03,2.12,5.83,7.95
13/11/2010 04,2.99,3.81,6.8
13/11/2010 05,2.99,4.45,7.44
13/11/2010 06,3.82,7.3,11.12
13/11/2010 07,3.16,8.95,12.11
13/11/2010 08,3.8,8.14,11.94
13/11/2010 09,3.18,6.17,9.35
13/11/2010 10,3.78,7.54,11.32
13/11/2010 11,3.98,9.18,13.16
13/11/2010 12,2.98,6.43,9.41
13/11/2010 13,3.98,7.49,11.47
13/11/2010 14,3.98,7.95,11.93
13/11/2010 15,2.98,4.23,7.21
13/11/2010 16,2.98,7.7,10.68
13/11/2010 17,3.98,4.81,8.79
13/11/2010 18,2.98,7.1,10.08
13/11/2010 19,3.29,6.57,9.86
13/11/2010 20,2.68,6.34,9.02
13/11/2010 21,3.98,7.29,11.27
13/11/2010 22,2.98,5.64,8.62
13/11/2010 23,3.98,7.31,11.29
14/11/2010 00,3.92,5.03,8.95
14/11/2010 01,2.54,2.62,5.16
14/11/2010 02,2.99,5.97,8.96
14/11/2010 03,2.38,4.74,7.12
14/11/2010 04,1.61,6.19,7.8
14/11/2010 05,3.4,6.56,9.96
14/11/2010 06,3.58,4.96,8.54
14/11/2010 07,2.68,8.53,11.21
14/11/2010 08,2.41,8.08,10.49
14/11/2010 09,2.99,6.59,9.58
14/11/2010 10,2.99,7.33,10.32
14/11/2010 11,2.99,7.61,10.6
14/11/2010 12,2.34,6.97,9.31
14/11/2010 13,2.99,7.96,10.95
14/11/2010 14,2.98,6.97,9.95
14/11/2010 15,2.99,7.96,10.95
14/11/2010 16,2.99,6.97,9.96
14/11/2010 17,2.97,6.97,9.94
14/11/2010 18,2.99,7.96,10.95
14/11/2010 19,2.99,7.97,10.96
14/11/2010 20,2.71,7.97,10.68
14/11/2010 21,2.99,7.24,10.23
14/11/2010 22,2.99,7.71,10.7
14/11/2010 23,2.59,5.56,8.15
15/11/2010 00,2.21,3.78,5.99
15/11/2010 01,2.37,6.35,8.72
15/11/2010 02,1.6,5.19,6.79
15/11/2010 03,2.78,5.36,8.14
15/11/2010 04,2.64,6.26,8.9
15/11/2010 05,3.18,4.4,7.58
15/11/2010 06,3.98,20.93,24.91
15/11/2010 07,3.98,19.21,23.19
15/11/2010 08,3.98,16.32,20.3
15/11/2010 09,3.98,14.53,18.51
15/11/2010 10,3.13,15.62,18.75
15/11/2010 11,4.84,16.37,21.21
15/11/2010 12,4.25,11.23,15.48
15/11/2010 13,5.1,14.4,19.5
15/11/2010 14,3.98,10.39,14.37
15/11/2010 15,5.43,8.71,14.14
15/11/2010 16,3.98,9.19,13.17
15/11/2010 17,3.98,9.88,13.86
15/11/2010 18,3.56,8.96,12.52
15/11/2010 19,3.05,6.97,10.02
15/11/2010 20,3.98,7.16,11.14
15/11/2010 21,2.94,6.78,9.72
15/11/2010 22,2.98,5.79,8.77
15/11/2010 23,3.01,3.14,6.15
16/11/2010 00,2.99,4.97,7.96
16/11/2010 01,2.98,2.97,5.95
16/11/2010 02,2.99,5.85,8.84
16/11/2010 03,2.98,2.98,5.96
16/11/2010 04,2.02,4.98,7
16/11/2010 05,2.97,5.27,8.24
16/11/2010 06,4.95,11.12,16.07
16/11/2010 07,3.98,17.16,21.14
16/11/2010 08,3.98,18.69,22.67
16/11/2010 09,3.98,13.1,17.08
16/11/2010 10,3.98,17.66,21.64
16/11/2010 11,4.98,10.06,15.04
16/11/2010 12,5.89,13.84,19.73
16/11/2010 13,5.08,8.93,14.01
16/11/2010 14,5.87,7.96,13.83
16/11/2010 15,6.85,6.97,13.82
16/11/2010 16,4.09,7.96,12.05
16/11/2010 17,3.97,8.93,12.9
16/11/2010 18,3.27,5.1,8.37
16/11/2010 19,3.83,4.89,8.72
16/11/2010 20,3.98,7.91,11.89
16/11/2010 21,2.97,6.02,8.99
16/11/2010 22,2.18,2.97,5.15
16/11/2010 23,2.8,2.06,4.86
17/11/2010 00,2.39,2.88,5.27
17/11/2010 01,2.57,2.29,4.86
17/11/2010 02,2.43,3,5.43
17/11/2010 03,2.76,2,4.76
17/11/2010 04,2.99,4.58,7.57
17/11/2010 05,2.74,2.12,4.86
17/11/2010 06,3.99,10.34,14.33
17/11/2010 07,3.25,10.93,14.18
17/11/2010 08,3.99,15.76,19.75
17/11/2010 09,3.99,12.12,16.11
17/11/2010 10,4.7,16.34,21.04
17/11/2010 11,5.68,10.96,16.64
17/11/2010 12,5.29,8.96,14.25
17/11/2010 13,5.66,8.73,14.39
17/11/2010 14,4.97,8.18,13.15
17/11/2010 15,4.97,8.71,13.68
17/11/2010 16,4.33,8.2,12.53
17/11/2010 17,4.61,9.69,14.3
17/11/2010 18,3.36,8.53,11.89
17/11/2010 19,3.36,7.67,11.03
17/11/2010 20,4.6,7.26,11.86
17/11/2010 21,2.39,6.28,8.67
17/11/2010 22,2.99,2.98,5.97
17/11/2010 23,2.41,1.98,4.39
18/11/2010 00,2.57,2.63,5.2
18/11/2010 01,2.43,3.03,5.46
18/11/2010 02,2.33,3,5.33
18/11/2010 03,3.21,2.63,5.84
18/11/2010 04,2,3.21,5.21
18/11/2010 05,3.52,2.97,6.49
18/11/2010 06,2.98,9.34,12.32
18/11/2010 07,3.98,16.34,20.32
18/11/2010 08,3.48,11.94,15.42
18/11/2010 09,3.48,12.07,15.55
18/11/2010 10,3.5,13.26,16.76
18/11/2010 11,3.46,7.87,11.33
18/11/2010 12,4.45,6.97,11.42
18/11/2010 13,4.97,6.97,11.94
18/11/2010 14,4.53,6.97,11.5
18/11/2010 15,5.85,5.96,11.81
18/11/2010 16,5.83,6.97,12.8
18/11/2010 17,5.27,8.92,14.19
18/11/2010 18,5.39,9.95,15.34
18/11/2010 19,5.58,7.5,13.08
18/11/2010 20,4.98,6.95,11.93
18/11/2010 21,3.6,6.09,9.69
18/11/2010 22,2.99,2.98,5.97
18/11/2010 23,2.99,1.97,4.96
19/11/2010 00,1.99,2.39,4.38
19/11/2010 01,2.99,3.18,6.17
19/11/2010 02,2.33,2.61,4.94
19/11/2010 03,2.98,3,5.98
19/11/2010 04,1.98,2.73,4.71
19/11/2010 05,2.98,3.69,6.67
19/11/2010 06,5.28,9.3,14.58
19/11/2010 07,4.97,10.96,15.93
19/11/2010 08,4.97,15.59,20.56
19/11/2010 09,3.97,13.62,17.59
19/11/2010 10,4.72,14.94,19.66
19/11/2010 11,4.23,11.05,15.28
19/11/2010 12,5.49,8.25,13.74
19/11/2010 13,5.46,8.8,14.26
19/11/2010 14,4.19,9.11,13.3
19/11/2010 15,5.53,8.96,14.49
19/11/2010 16,3.98,8.2,12.18
19/11/2010 17,4.19,8.71,12.9
19/11/2010 18,3.79,6.73,10.52
19/11/2010 19,2.81,2.76,5.57
19/11/2010 20,3.16,5.18,8.34
19/11/2010 21,2.98,3.78,6.76
19/11/2010 22,2.84,3.62,6.46
19/11/2010 23,3.13,2.34,5.47
20/11/2010 00,1.98,2.98,4.96
20/11/2010 01,2.86,2.13,4.99
